Name,MSRP,Gas Mileage,Engine
2010 Ford Focus Specs: 4-Door Sedan SEL,"$18,780.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2010 Ford Focus Specs: 4-Door Sedan SE,"$17,170.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2010 Ford Focus Specs: 4-Door Sedan S,"$16,290.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2010 Ford Focus Specs: 2-Door Coupe SES,"$18,780.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2009 Ford Focus Specs: 2-Door Coupe SE,"$16,400.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2009 Ford Focus Specs: 4-Door Sedan SES,"$17,865.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2009 Ford Focus Specs: 4-Door Sedan SEL,"$18,265.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2009 Ford Focus Specs: 4-Door Sedan SE,"$16,400.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2009 Ford Focus Specs: 4-Door Sedan S,"$15,520.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2009 Ford Focus Specs: 2-Door Coupe SES,"$17,865.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2008 Ford Focus Specs: 2-Door Coupe S,"$14,395.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2008 Ford Focus Specs: 4-Door Sedan SES,"$16,925.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2008 Ford Focus Specs: 4-Door Sedan SE,"$15,585.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2008 Ford Focus Specs: 4-Door Sedan S,"$14,755.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2008 Ford Focus Specs: 2-Door Coupe SES,"$16,570.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2008 Ford Focus Specs: 2-Door Coupe SE,"$15,225.00",24 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 3-Door Coupe S,"$13,715.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 5-Door HB SES,"$16,775.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 5-Door HB SE,"$16,010.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 5-Door HB S,"$14,715.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 4-Door Wagon SES,"$17,550.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 4-Door Wagon SE,"$16,790.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 4-Door Sedan ST,"$17,330.00",22 mpg City/32 mpg Hwy,"Gas I4, 2.3L"
2007 Ford Focus Specs: 4-Door Sedan SES,"$16,065.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 4-Door Sedan SE,"$15,305.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 4-Door Sedan S,"$14,040.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 3-Door Coupe SES,"$15,765.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2007 Ford Focus Specs: 3-Door Coupe SE,"$15,005.00",27 mpg City/37 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 3-Door Coupe ZX3 S,"$13,450.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 5-Door HB ZX5 SES,"$16,485.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 5-Door HB ZX5 SE,"$15,720.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 5-Door HB ZX5 S,"$14,450.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 4-Door Wagon ZXW SES,"$17,495.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 4-Door Wagon ZXW SE,"$16,735.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 4-Door Sedan ZX4 ST,"$17,040.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.3L"
2006 Ford Focus Specs: 4-Door Sedan ZX4 SES,"$15,775.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 4-Door Sedan ZX4 SE,"$15,015.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 4-Door Sedan ZX4 S,"$13,750.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 3-Door Coupe ZX3 SES,"$15,475.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2006 Ford Focus Specs: 3-Door Coupe ZX3 SE,"$14,715.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 3-Door Coupe ZX3 S,"$13,465.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 5-Door HB ZX5 SES,"$17,410.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 5-Door HB ZX5 SE,"$16,300.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 5-Door HB ZX5 S,"$14,780.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 4-Door Wagon ZXW SES,"$18,420.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 4-Door Wagon ZXW SE,"$17,310.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 4-Door Sedan ZX4 ST,"$18,220.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.3L"
2005 Ford Focus Specs: 4-Door Sedan ZX4 SES,"$16,700.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 4-Door Sedan ZX4 SE,"$15,590.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 4-Door Sedan ZX4 S,"$14,075.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 3-Door Coupe ZX3 SES,"$16,095.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2005 Ford Focus Specs: 3-Door Coupe ZX3 SE,"$14,985.00",26 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 3-Door Coupe SVT,"$18,830.00",21 mpg City/28 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 5-Door Sedan HB ZX5 Premium,"$17,030.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.3L"
2004 Ford Focus Specs: 5-Door Sedan HB ZX5 Comfort,"$16,220.00",26 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 5-Door Sedan HB ZX5 Base,"$15,275.00",26 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 5-Door Sedan HB SVT,"$19,330.00",21 mpg City/28 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 4-Door Wagon ZTW,"$17,985.00",24 mpg City/30 mpg Hwy,"Gas I4, 2.3L"
2004 Ford Focus Specs: 4-Door Wagon SE,"$17,370.00",25 mpg City/30 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 4-Door Sedan ZTS,"$15,775.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.3L"
2004 Ford Focus Specs: 4-Door Sedan SE,"$15,155.00",26 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 4-Door Sedan LX,"$13,425.00",27 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 3-Door Coupe ZX3 Premium,"$15,510.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.3L"
2004 Ford Focus Specs: 3-Door Coupe ZX3 Comfort,"$14,495.00",26 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2004 Ford Focus Specs: 3-Door Coupe ZX3 Base,"$12,965.00",26 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 3-Door Coupe SVT,"$18,585.00",22 mpg City/28 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 5-Door Sedan HB ZX5 Premium,"$16,725.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 5-Door Sedan HB ZX5 Comfort,"$15,975.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 5-Door Sedan HB ZX5 Base,"$15,525.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 5-Door Sedan HB SVT,"$19,085.00",22 mpg City/28 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 4-Door Wagon ZTW,"$17,625.00",25 mpg City/31 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 4-Door Wagon SE,"$17,280.00",25 mpg City/31 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 4-Door Sedan ZTS,"$15,740.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 4-Door Sedan SE Comfort w/Zetec,"$15,420.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 4-Door Sedan SE Comfort,"$15,165.00",27 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 4-Door Sedan SE,"$14,820.00",27 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 4-Door Sedan LX Premium,"$13,995.00",27 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 4-Door Sedan LX,"$13,150.00",27 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 3-Door Coupe ZX3 Pwr Premium,"$15,205.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 3-Door Coupe ZX3 Premium,"$14,315.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2003 Ford Focus Specs: 3-Door Coupe ZX3 Base,"$12,820.00",26 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 3-Door Coupe SVT,"$17,480.00",28 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 5-Door Sedan HB ZX5,"$15,840.00",25 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Wagon ZTW,"$17,930.00",26 mpg City/32 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Wagon SE Comfort,"$17,095.00",26 mpg City/32 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Wagon SE Base,"$16,750.00",26 mpg City/32 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Sedan ZTS w/Mach Audio,"$16,460.00",25 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Sedan ZTS,"$15,465.00",25 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Sedan SE Comfort w/Zetec,"$15,140.00",25 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Sedan SE Comfort,"$14,890.00",28 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Sedan SE Base,"$14,545.00",28 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Sedan LX Premium,"$13,770.00",28 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 4-Door Sedan LX Base,"$12,925.00",28 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 3-Door Coupe ZX3 Pwr Premium,"$14,755.00",25 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 3-Door Coupe ZX3 Premium,"$13,815.00",25 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2002 Ford Focus Specs: 3-Door Coupe ZX3 Base,"$12,470.00",25 mpg City/34 mpg Hwy,"Gas I4, 2.0L"
2001 Ford Focus Specs: 3-Door Coupe ZX3,"$12,415.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2001 Ford Focus Specs: 4-Door Wagon SE Street Edition,"$16,525.00",25 mpg City/31 mpg Hwy,"Gas I4, 2.0L"
2001 Ford Focus Specs: 4-Door Wagon SE,"$16,525.00",25 mpg City/31 mpg Hwy,"Gas I4, 2.0L"
2001 Ford Focus Specs: 4-Door Sedan ZTS,"$15,540.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2001 Ford Focus Specs: 4-Door Sedan SE Street Edition,"$14,320.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2001 Ford Focus Specs: 4-Door Sedan SE,"$14,320.00",28 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2001 Ford Focus Specs: 4-Door Sedan LX,"$12,730.00",28 mpg City/36 mpg Hwy,"Gas I4, 2.0L"
2000 Ford Focus Specs: 3-Door Coupe ZX3,"$12,055.00",27 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2000 Ford Focus Specs: 4-Door Wagon SE,"$15,475.00",25 mpg City/32 mpg Hwy,"Gas I4, 2.0L"
2000 Ford Focus Specs: 4-Door Sedan ZTS,"$15,260.00",27 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2000 Ford Focus Specs: 4-Door Sedan SE Sony Ltd Edition,"$13,660.00",27 mpg City/35 mpg Hwy,"Gas I4, 2.0L"
2000 Ford Focus Specs: 4-Door Sedan SE,"$13,660.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2000 Ford Focus Specs: 4-Door Sedan LX,"$12,315.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2000 Ford Focus Specs: 3-Door Coupe ZX3 Kona Mtn Bike Edition,"$12,055.00",25 mpg City/33 mpg Hwy,"Gas I4, 2.0L"
2019 Ford Ecosport Specs: S 4WD,"$21,590.00",23 mpg City/29 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2019 Ford Ecosport Specs: Titanium FWD,"$26,160.00",27 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-3, 1.0 L"
2019 Ford Ecosport Specs: SE FWD,"$23,150.00",27 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-3, 1.0 L"
2019 Ford Ecosport Specs: S FWD,"$19,995.00",27 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-3, 1.0 L"
2019 Ford Ecosport Specs: Titanium 4WD,"$27,610.00",23 mpg City/29 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2019 Ford Ecosport Specs: SES 4WD,"$27,275.00",23 mpg City/29 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2019 Ford Ecosport Specs: SE 4WD,"$24,650.00",23 mpg City/29 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2018 Ford Ecosport Specs: S 4WD,"$21,590.00",23 mpg City/29 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2018 Ford Ecosport Specs: Titanium FWD,"$25,880.00",27 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-3, 1.0 L"
2018 Ford Ecosport Specs: SE FWD,"$23,000.00",27 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-3, 1.0 L"
2018 Ford Ecosport Specs: S FWD,"$19,995.00",27 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-3, 1.0 L"
2018 Ford Ecosport Specs: Titanium 4WD,"$27,330.00",23 mpg City/29 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2018 Ford Ecosport Specs: SES 4WD,"$26,880.00",23 mpg City/29 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2018 Ford Ecosport Specs: SE 4WD,"$24,500.00",23 mpg City/29 mpg Hwy,"Regular Unleaded I-4, 2.0 L"
2019 Ford Fusion Specs: SE AWD,"$27,775.00",20 mpg City/29 mpg Hwy,"Intercooled Turbo Premium Unleaded I-4, 2.0 L"
2019 Ford Fusion Specs: Titanium FWD,"$34,340.00",21 mpg City/31 mpg Hwy,"Intercooled Turbo Premium Unleaded I-4, 2.0 L"
2019 Ford Fusion Specs: SEL FWD,"$28,580.00",23 mpg City/34 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 1.5 L"
2019 Ford Fusion Specs: SE FWD,"$24,120.00",23 mpg City/34 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 1.5 L"
2019 Ford Fusion Specs: S FWD,"$22,840.00",21 mpg City/31 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2019 Ford Fusion Specs: Titanium AWD,"$36,340.00",20 mpg City/29 mpg Hwy,"Intercooled Turbo Premium Unleaded I-4, 2.0 L"
2019 Ford Fusion Specs: Sport AWD,"$40,015.00",17 mpg City/26 mpg Hwy,"Twin Turbo Premium Unleaded V-6, 2.7 L"
2019 Ford Fusion Specs: SEL AWD,"$32,065.00",20 mpg City/29 mpg Hwy,"Intercooled Turbo Premium Unleaded I-4, 2.0 L"
2018 Ford Fusion Specs: Platinum AWD,"$38,990.00",20 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2018 Ford Fusion Specs: Titanium FWD,"$30,490.00",21 mpg City/31 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2018 Ford Fusion Specs: SE FWD,"$23,490.00",21 mpg City/32 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2018 Ford Fusion Specs: S FWD,"$22,215.00",21 mpg City/32 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2018 Ford Fusion Specs: Platinum FWD,"$36,990.00",21 mpg City/31 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2018 Ford Fusion Specs: Titanium AWD,"$32,490.00",20 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2018 Ford Fusion Specs: Sport AWD,"$33,845.00",17 mpg City/26 mpg Hwy,"Twin Turbo Premium Unleaded V-6, 2.7 L"
2018 Ford Fusion Specs: SE AWD,"$27,285.00",20 mpg City/29 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2016 Ford Fusion Specs: 4-Door Sedan SE AWD,"$28,115.00",22 mpg City/31 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2016 Ford Fusion Specs: 4-Door Sedan Titanium Hybrid FWD,"$31,430.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2016 Ford Fusion Specs: 4-Door Sedan Titanium FWD,"$31,270.00",22 mpg City/33 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2016 Ford Fusion Specs: 4-Door Sedan SE Hybrid FWD,"$26,480.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2016 Ford Fusion Specs: 4-Door Sedan SE FWD,"$24,320.00",22 mpg City/34 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2016 Ford Fusion Specs: 4-Door Sedan S Hybrid FWD,"$25,675.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2016 Ford Fusion Specs: 4-Door Sedan S FWD,"$22,750.00",22 mpg City/34 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2016 Ford Fusion Specs: 4-Door Sedan Titanium AWD,"$33,270.00",22 mpg City/31 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2015 Ford Fusion Specs: 4-Door Sedan SE AWD,"$27,830.00",22 mpg City/31 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2015 Ford Fusion Specs: 4-Door Sedan Titanium Hybrid FWD,"$32,330.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2015 Ford Fusion Specs: 4-Door Sedan Titanium FWD,"$30,780.00",22 mpg City/33 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2015 Ford Fusion Specs: 4-Door Sedan SE Hybrid FWD,"$27,380.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2015 Ford Fusion Specs: 4-Door Sedan SE FWD,"$24,035.00",22 mpg City/34 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2015 Ford Fusion Specs: 4-Door Sedan S Hybrid FWD,"$26,575.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2015 Ford Fusion Specs: 4-Door Sedan S FWD,"$22,500.00",22 mpg City/34 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2015 Ford Fusion Specs: 4-Door Sedan Titanium AWD,"$32,780.00",22 mpg City/31 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2014 Ford Fusion Specs: 4-Door Sedan Titanium AWD,"$32,600.00",,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2014 Ford Fusion Specs: 4-Door Sedan Titanium Hybrid FWD,"$32,600.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2014 Ford Fusion Specs: 4-Door Sedan Titanium FWD,"$30,600.00",22 mpg City/33 mpg Hwy,"Intercooled Turbo Regular Unleaded I-4, 2.0 L"
2014 Ford Fusion Specs: 4-Door Sedan SE Hybrid FWD,"$27,280.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2014 Ford Fusion Specs: 4-Door Sedan SE FWD,"$23,935.00",22 mpg City/34 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2014 Ford Fusion Specs: 4-Door Sedan S Hybrid FWD,"$26,270.00",44 mpg City/41 mpg Hwy,"Gas/Electric I-4, 2.0 L"
2014 Ford Fusion Specs: 4-Door Sedan S FWD,"$21,970.00",22 mpg City/34 mpg Hwy,"Regular Unleaded I-4, 2.5 L"
2013 Ford Fusion Specs: 4-Door Sedan Titanium AWD,"$32,200.00",22 mpg City/31 mpg Hwy,"Gas Turbocharged I4, 2.0L"
2013 Ford Fusion Specs: 4-Door Sedan Titanium Hybrid FWD,"$32,100.00",44 mpg City/41 mpg Hwy,"Gas/Electric I4, 2.0L"
2013 Ford Fusion Specs: 4-Door Sedan Titanium FWD,"$30,200.00",22 mpg City/33 mpg Hwy,"Gas Turbocharged I4, 2.0L"
2013 Ford Fusion Specs: 4-Door Sedan SE Hybrid FWD,"$27,200.00",44 mpg City/41 mpg Hwy,"Gas/Electric I4, 2.0L"
2013 Ford Fusion Specs: 4-Door Sedan SE FWD,"$23,830.00",22 mpg City/34 mpg Hwy,"Gas I4, 2.5L"
2013 Ford Fusion Specs: 4-Door Sedan S FWD,"$21,900.00",22 mpg City/34 mpg Hwy,"Gas I4, 2.5L"
2012 Ford Fusion Specs: 4-Door Sedan SEL AWD,"$28,970.00",17 mpg City/25 mpg Hwy,"Gas/Ethanol V6, 3.0L"
2012 Ford Fusion Specs: 4-Door Sedan SPORT FWD,"$27,225.00",18 mpg City/27 mpg Hwy,"Gas V6, 3.5L"
2012 Ford Fusion Specs: 4-Door Sedan SEL FWD,"$25,425.00",23 mpg City/33 mpg Hwy,"Gas I4, 2.5L"
2012 Ford Fusion Specs: 4-Door Sedan SE FWD,"$22,975.00",23 mpg City/33 mpg Hwy,"Gas I4, 2.5L"
2012 Ford Fusion Specs: 4-Door Sedan S FWD,"$20,705.00",22 mpg City/29 mpg Hwy,"Gas I4, 2.5L"
2012 Ford Fusion Specs: 4-Door Sedan Hybrid FWD,"$28,775.00",41 mpg City/36 mpg Hwy,"Gas/Electric I4, 2.5L"
2012 Ford Fusion Specs: 4-Door Sedan SPORT AWD,"$29,175.00",17 mpg City/25 mpg Hwy,"Gas V6, 3.5L"
2011 Ford Fusion Specs: 4-Door Sedan SEL AWD,"$28,760.00",18 mpg City/26 mpg Hwy,"Gas/Ethanol V6, 3.0L"
2011 Ford Fusion Specs: 4-Door Sedan SPORT FWD,"$27,150.00",18 mpg City/27 mpg Hwy,"Gas V6, 3.5L"
2011 Ford Fusion Specs: 4-Door Sedan SEL FWD,"$25,300.00",23 mpg City/33 mpg Hwy,"Gas I4, 2.5L"
2011 Ford Fusion Specs: 4-Door Sedan SE FWD,"$21,850.00",22 mpg City/29 mpg Hwy,"Gas I4, 2.5L"
2011 Ford Fusion Specs: 4-Door Sedan S FWD,"$19,850.00",22 mpg City/32 mpg Hwy,"Gas I4, 2.5L"
2011 Ford Fusion Specs: 4-Door Sedan Hybrid FWD,"$28,600.00",41 mpg City/36 mpg Hwy,"Gas/Electric I4, 2.5L"
2011 Ford Fusion Specs: 4-Door Sedan SPORT AWD,"$29,000.00",17 mpg City/24 mpg Hwy,"Gas V6, 3.5L"
2010 Ford Fusion Specs: 4-Door Sedan SEL AWD,"$28,115.00",18 mpg City/25 mpg Hwy,"Gas/Ethanol V6, 3.0L"
2010 Ford Fusion Specs: 4-Door Sedan SPORT FWD,"$26,505.00",18 mpg City/27 mpg Hwy,"Gas V6, 3.5L"
2010 Ford Fusion Specs: 4-Door Sedan SEL FWD,"$24,655.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.5L"
2010 Ford Fusion Specs: 4-Door Sedan SE FWD,"$21,225.00",22 mpg City/29 mpg Hwy,"Gas I4, 2.5L"
2010 Ford Fusion Specs: 4-Door Sedan S FWD,"$19,695.00",22 mpg City/31 mpg Hwy,"Gas I4, 2.5L"
2010 Ford Fusion Specs: 4-Door Sedan SPORT AWD,"$28,355.00",17 mpg City/24 mpg Hwy,"Gas V6, 3.5L"
2009 Ford Fusion Specs: 4-Door Sedan I4 S FWD,"$19,035.00",20 mpg City/29 mpg Hwy,"Gas I4, 2.3L"
2009 Ford Fusion Specs: 4-Door Sedan V6 SEL FWD,"$23,755.00",18 mpg City/26 mpg Hwy,"Gas V6, 3.0L"
2009 Ford Fusion Specs: 4-Door Sedan V6 SE FWD,"$22,495.00",18 mpg City/26 mpg Hwy,"Gas V6, 3.0L"
2009 Ford Fusion Specs: 4-Door Sedan V6 SEL AWD,"$25,605.00",17 mpg City/25 mpg Hwy,"Gas V6, 3.0L"
2009 Ford Fusion Specs: 4-Door Sedan V6 SE AWD,"$24,345.00",17 mpg City/25 mpg Hwy,"Gas V6, 3.0L"
2009 Ford Fusion Specs: 4-Door Sedan I4 SEL FWD,"$22,310.00",20 mpg City/29 mpg Hwy,"Gas I4, 2.3L"
2009 Ford Fusion Specs: 4-Door Sedan I4 SE FWD,"$20,175.00",20 mpg City/29 mpg Hwy,"Gas I4, 2.3L"
2008 Ford Fusion Specs: 4-Door Sedan I4 S FWD,"$18,135.00",20 mpg City/29 mpg Hwy,"Gas I4, 2.3L"
2008 Ford Fusion Specs: 4-Door Sedan V6 SEL FWD,"$22,900.00",18 mpg City/26 mpg Hwy,"Gas V6, 3.0L"
2008 Ford Fusion Specs: 4-Door Sedan V6 SE FWD,"$21,810.00",18 mpg City/26 mpg Hwy,"Gas V6, 3.0L"
